Test_Number,Rank,Unix_Start_Time,Local_Start_Time,UTC_Start_Time,Characters,Seconds,CPS,WPM,Mistake_Free_Test,Backspaces as % of Verse Length,Incorrect Characters as % of Verse Length,Book,Chapter,Verse #,Verse,Verse_Order,Autostart,% of Words Typed Correctly,Extra Keystrokes %,Test Version,Location,Keyboard,Layout,Caffeine,Custom_1,Custom_2,Custom_3,WPM_Rank,WPM_Percentile,Last 10 Avg,Last 100 Avg,Last 1000 Avg,Incorrect Character % Last 10 Avg,Incorrect Character % Last 100 Avg,Incorrect Character % Last 1000 Avg,Extra Keystrokes % Last 10 Avg,Extra Keystrokes % Last 100 Avg,Extra Keystrokes % Last 1000 Avg,Local_Start_Year,Local_Start_Month,Local_Start_Date,Local_Start_Hour,Local_Start_Minute,Local_Start_10_Minute_Block,Local_Start_15_Minute_Block,Local_Start_30_Minute_Block,Count,Local_End_Time,Local_End_Year,Local_End_Month,Local_End_Date,Local_End_Hour,Local_End_Minute,Local_End_15_Minute_Block,Local_End_10_Minute_Block,Local_End_30_Minute_Block,cumulative_avg,Session,Test_#_Within_Session,Test #
2973,67,1721856586.22832,2024-07-24 17:29:46.228326,2024-07-24 21:29:46.228354+00:00,133,18.565161333,7.1639560580380985,85.96747269645718,0,2.255639097744361,2.255639097744361,LEV,9,19,"and the fat of the bull and of the ram, the fat tail, and that which covers the innards, and the kidneys, and the cover of the liver;",2973,1,92.85714285714286,4.511278195488721,v2,,,,,,,,67,98.76520112254443,80.02869287931775,72.03284412605855,68.39246983409672,4.503416155015236,4.3730459414554375,3.6333793492923294,9.146692449890612,9.156719710822795,7.601730207614795,2024.0,7.0,2024-07-24,17.0,29.0,3.0,2.0,1.0,1,2024-07-24 17:30:04.793487333,2024.0,7.0,2024-07-24,17.0,30.0,3.0,4.0,2.0,62.698,982,88,2973
4488,68,1724020050.948517,2024-08-18 18:27:30.948519,2024-08-18 22:27:30.948530+00:00,32,4.467075834,7.163522892635989,85.96227471163186,1,0.0,0.0,NUM,25,16,"The LORD spoke to Moses, saying,",4488,1,100.0,0.0,v2,,,,,,,,68,98.7464920486436,61.759749684258885,63.944939163686,64.08479952194183,8.317202730150688,4.650169117493362,4.322078246701646,17.09243613019645,9.64902970861163,8.989879799700656,2024.0,8.0,2024-08-18,18.0,27.0,3.0,2.0,1.0,1,2024-08-18 18:27:35.415594834,2024.0,8.0,2024-08-18,18.0,27.0,2.0,3.0,1.0,63.387,992,310,4488
1374,69,1720050149.9209862,,2024-07-03 23:42:29.921008+00:00,86,12.00960413,7.160935457,85.93122548075664,1,0.0,0.0,GEN,45,15,"He kissed all his brothers, and wept on them. After that his brothers talked with him.",1374,1,100.0,0.0,v2,,,,yes,,,,69,98.72778297474275,70.0747281395729,63.342060486959,57.25910260511146,3.606139555649391,4.269119486531065,4.15031340628792,7.475210145781543,9.035433548040995,8.702723213459233,,,,,,,,,1,,,,,,,,,,57.226,594,43,1374
3054,70,1721966196.82135,2024-07-25 23:56:36.821353,2024-07-26 03:56:36.821366+00:00,45,6.291026125,7.1530461177348865,85.83655341281863,1,0.0,0.0,LEV,13,1,"The LORD spoke to Moses and to Aaron, saying,",3054,1,100.0,0.0,v2,,,,,,,,70,98.7090739008419,71.79631735591781,69.84251839617208,68.47034878267674,4.925993021454068,6.308247677379294,3.83198742788839,10.036317840143155,13.016606756594408,8.007530662738594,2024.0,7.0,2024-07-25,23.0,56.0,6.0,4.0,2.0,1,2024-07-25 23:56:43.112379125,2024.0,7.0,2024-07-25,23.0,56.0,4.0,6.0,2.0,62.852,983,54,3054
3382,71,1722298291.8503182,2024-07-29 20:11:31.850323,2024-07-30 00:11:31.850345+00:00,109,15.238610542,7.1528831122482535,85.83459734697904,1,0.0,0.0,LEV,22,12,"If a priest's daughter is married to an outsider, she shall not eat of the heave offering of the holy things.",3382,1,100.0,0.0,v2,,,,,,,,71,98.69036482694106,71.87091959931514,65.91625342766696,68.32463886854623,3.4357280588807497,3.8618643216462623,4.1651365695386255,7.222854719160099,8.071054164652908,8.745061311471787,2024.0,7.0,2024-07-29,20.0,11.0,2.0,1.0,1.0,1,2024-07-29 20:11:47.088933542,2024.0,7.0,2024-07-29,20.0,11.0,1.0,2.0,1.0,63.371,986,31,3382
4689,72,1724106632.492152,2024-08-19 18:30:32.492156,2024-08-19 22:30:32.492177+00:00,112,15.667502417,7.148554825080133,85.7826579009616,0,0.8928571428571429,0.8928571428571429,NUM,31,24,"You shall wash your clothes on the seventh day, and you shall be clean. Afterward you shall come into the camp.""",4689,1,95.23809523809524,1.7857142857142856,v2,,,,,,,,72,98.67165575304023,72.15694290839856,73.60836599783416,64.92505994078788,3.2095824350138273,3.5549789089867834,4.1447800510757675,7.003043578579134,7.425861346050405,8.606120727201185,2024.0,8.0,2024-08-19,18.0,30.0,4.0,3.0,2.0,1,2024-08-19 18:30:48.159658417,2024.0,8.0,2024-08-19,18.0,30.0,3.0,4.0,2.0,63.608,995,135,4689
2240,73,1720562314.0,,2024-07-09 21:58:34.325961+00:00,185,25.88016771,7.148330802186612,85.77996962623934,0,1.0810810810810811,0.5405405405405406,EXO,26,4,"You shall make loops of blue on the edge of the one curtain from the edge in the coupling, and you shall do likewise on the edge of the curtain that is outermost in the second coupling.",2240,1,97.2972973,2.1621621621621623,v2,,mac,qwerty,,,,,73,98.65294667913939,74.35008415031763,68.10137122945622,65.716119499876,2.966356502328804,3.6373306168574,3.619399753044537,6.040821112765715,7.496626117882577,7.581202327587851,,,,,,,,,1,,,,,,,,,,60.662,850,121,2240
2988,74,1721856994.294552,2024-07-24 17:36:34.294562,2024-07-24 21:36:34.294585+00:00,101,14.129572458,7.148128529735871,85.77754235683045,0,0.99009900990099,0.99009900990099,LEV,10,10,"You are to make a distinction between the holy and the common, and between the unclean and the clean.",2988,1,100.0,1.98019801980198,v2,,,,,,,,74,98.63423760523854,65.1811231202307,72.8987921352413,68.45165308218442,3.9256745320946265,4.093658332981962,3.6318914565734493,8.028679695341541,8.493482479210728,7.596349637533293,2024.0,7.0,2024-07-24,17.0,36.0,4.0,3.0,2.0,1,2024-07-24 17:36:48.424134458,2024.0,7.0,2024-07-24,17.0,36.0,3.0,4.0,2.0,62.729,982,103,2988
2285,75,1720563843.145943,,2024-07-09 22:24:03.145966+00:00,120,16.78796833,7.147976313733973,85.77571576480767,1,0.0,0.0,EXO,27,12,"For the width of the court on the west side shall be hangings of fifty cubits; their pillars ten, and their sockets ten.",2285,1,100.0,0.0,v2,,mac,qwerty,,,,,75,98.6155285313377,75.75755717258997,69.64366831653493,66.24280735232082,2.917617503112402,4.097857600113182,3.5468461526409993,6.327753178337778,8.578574620838634,7.432893313709051,,,,,,,,,1,,,,,,,,,,60.926,890,2,2285
3700,76,1723159149.487582,2024-08-08 19:19:09.487585,2024-08-08 23:19:09.487611+00:00,145,20.299558292,7.143012567773167,85.716150813278,1,0.0,0.0,NUM,3,7,"They shall keep his requirements, and the requirements of the whole congregation before the Tent of Meeting, to do the service of the tabernacle.",3700,1,100.0,0.0,v2,,,,,,,,76,98.59681945743685,70.70453180151357,65.82206862370869,66.97330933984487,2.311542685690019,3.3341352952855825,4.873040956437223,4.866291893119166,7.048372912974884,10.209075203654947,2024.0,8.0,2024-08-08,19.0,19.0,2.0,2.0,1.0,1,2024-08-08 19:19:29.787143292,2024.0,8.0,2024-08-08,19.0,19.0,2.0,2.0,1.0,63.274,989,62,3700
5237,77,1725056583.5505002,2024-08-30 18:23:03.550503,2024-08-30 22:23:03.550519+00:00,182,25.48444325,7.141611775254301,85.69934130305161,1,0.0,0.0,DEU,11,28,"and the curse, if you do not listen to the commandments of the LORD your God, but turn away out of the way which I command you today, to go after other gods which you have not known.",5237,1,100.0,0.0,v2,,,,,,,,77,98.57811038353601,73.36765085329847,69.1281688643721,66.21467132775187,2.6722287897144312,2.7509798516072466,4.036384048503661,5.5769060365101195,5.904316332196431,8.446681423484355,2024.0,8.0,2024-08-30,18.0,23.0,3.0,2.0,1.0,1,2024-08-30 18:23:29.034946250,2024.0,8.0,2024-08-30,18.0,23.0,2.0,3.0,1.0,63.787,1002,54,5237
3622,78,1723072537.495011,2024-08-07 19:15:37.495016,2024-08-07 23:15:37.495037+00:00,57,7.981407292,7.141597705098045,85.69917246117654,1,0.0,0.0,NUM,1,17,Moses and Aaron took these men who are mentioned by name.,3622,1,100.0,0.0,v2,,,,,,,,78,98.55940130963518,51.062429294293906,61.381018522608855,66.6191347724675,3.55712179976886,6.231628971724792,4.927052185823939,7.904841890136008,13.075461015653106,10.344984335345178,2024.0,8.0,2024-08-07,19.0,15.0,2.0,2.0,1.0,1,2024-08-07 19:15:45.476423292,2024.0,8.0,2024-08-07,19.0,15.0,2.0,2.0,1.0,63.156,988,13,3622
4231,79,1724013610.906422,2024-08-18 16:40:10.906425,2024-08-18 20:40:10.906439+00:00,32,4.48498675,7.134915170039243,85.61898204047091,1,0.0,0.0,NUM,16,36,"The LORD spoke to Moses, saying,",4231,1,100.0,0.0,v2,,,,,,,,79,98.54069223573433,73.86244758566598,63.39600475503694,62.98715083602595,0.6216134319297204,3.3353905576568166,4.430706343790366,1.2432268638594377,6.746489095166586,9.263604726982077,2024.0,8.0,2024-08-18,16.0,40.0,5.0,3.0,2.0,1,2024-08-18 16:40:15.391411750,2024.0,8.0,2024-08-18,16.0,40.0,3.0,5.0,2.0,63.205,992,53,4231
5192,80,1725055522.748652,2024-08-30 18:05:22.748655,2024-08-30 22:05:22.748673+00:00,135,18.923201,7.134099563810584,85.60919476572701,1,0.0,0.0,DEU,10,5,"I turned and came down from the mountain, and put the tablets in the ark which I had made; and there they are as the LORD commanded me.",5192,1,100.0,0.0,v2,,,,,,,,80,98.52198316183349,61.39983173627648,69.30684991655848,66.15470958264193,3.834426345451534,2.883136449764078,4.023960417044269,8.169354778530572,6.109787707433409,8.407439969925036,2024.0,8.0,2024-08-30,18.0,5.0,1.0,1.0,1.0,1,2024-08-30 18:05:41.671856000,2024.0,8.0,2024-08-30,18.0,5.0,1.0,1.0,1.0,63.728,1002,9,5192
3909,81,1723255308.19302,2024-08-09 22:01:48.193023,2024-08-10 02:01:48.193044+00:00,33,4.626971292,7.1320952557144155,85.58514306857299,1,0.0,0.0,NUM,7,58,one male goat for a sin offering;,3909,1,100.0,0.0,v2,,,,,,,,81,98.50327408793265,66.39083570782283,63.422483155100466,66.26054632893862,3.113651145571565,3.587463529843281,4.736410594636259,6.4682661465648135,7.51567051679726,9.93556176806852,2024.0,8.0,2024-08-09,22.0,1.0,1.0,1.0,1.0,1,2024-08-09 22:01:52.819994292,2024.0,8.0,2024-08-09,22.0,1.0,1.0,1.0,1.0,63.41,990,109,3909
4633,82,1724105356.4669418,2024-08-19 18:09:16.466948,2024-08-19 22:09:16.466965+00:00,141,19.773653541,7.130700439736201,85.56840527683441,0,2.8368794326241136,2.8368794326241136,NUM,29,24,"their meal offering and their drink offerings for the bulls, for the rams, and for the lambs, according to their number, after the ordinance;",4633,1,91.66666666666666,5.673758865248227,v2,,,,,,,,82,98.48456501403182,76.57356917740891,70.99155713567092,64.63129868160897,3.5682107981140576,3.495723461048304,4.13205557216975,8.01603101176658,7.338298443082633,8.58670042087273,2024.0,8.0,2024-08-19,18.0,9.0,1.0,1.0,1.0,1,2024-08-19 18:09:36.240601541,2024.0,8.0,2024-08-19,18.0,9.0,1.0,1.0,1.0,63.492,995,79,4633
3191,83,1722046584.338644,2024-07-26 22:16:24.338646,2024-07-27 02:16:24.338659+00:00,127,17.815548917,7.128604377652025,85.54325253182431,0,2.3622047244094486,2.3622047244094486,LEV,15,22,"Whoever touches anything that she sits on shall wash his clothes, and bathe himself in water, and be unclean until the evening.",3191,1,95.45454545454544,4.724409448818897,v2,,,,,,,,83,98.46585594013096,77.04535818116715,70.94237438593245,68.91797244458628,1.933570915223671,4.417779378950129,4.151664202918475,4.169170049142225,9.336519001121157,8.718792636974479,2024.0,7.0,2024-07-26,22.0,16.0,2.0,2.0,1.0,1,2024-07-26 22:16:42.154194917,2024.0,7.0,2024-07-26,22.0,16.0,2.0,2.0,1.0,63.164,984,68,3191
3769,84,1723160778.3895118,2024-08-08 19:46:18.389514,2024-08-08 23:46:18.389526+00:00,174,24.412288709,7.127557849004628,85.53069418805553,1,0.0,0.0,NUM,4,25,"they shall carry the curtains of the tabernacle and the Tent of Meeting, its covering, the covering of sealskin that is on it, the screen for the door of the Tent of Meeting,",3769,1,100.0,0.0,v2,,,,,,,,84,98.44714686623011,70.65037546537438,68.81944432041726,66.80735447275374,5.462357205935564,4.258867134695481,4.900513031941182,10.924714411871125,8.905085084222328,10.266986527759961,2024.0,8.0,2024-08-08,19.0,46.0,5.0,4.0,2.0,1,2024-08-08 19:46:42.801802709,2024.0,8.0,2024-08-08,19.0,46.0,4.0,5.0,2.0,63.367,989,131,3769
2244,85,1720562401.233626,2024-07-21 00:01:12.000000,2024-07-09 22:00:01.233661+00:00,137,19.2426505,7.119601325191662,85.43521590229994,1,0.0,0.0,EXO,26,8,"The length of each curtain shall be thirty cubits, and the width of each curtain four cubits: the eleven curtains shall have one measure.",2244,1,100.0,0.0,v2,,mac,qwerty,,,,,85,98.42843779232928,76.4912925616516,68.48049949550962,65.79806945648906,3.068942581437632,3.64682694956216,3.6116390405498047,6.407283593564017,7.531747815550163,7.567293805824192,2024.0,7.0,2024-07-21,0.0,1.0,1.0,1.0,1.0,1,2024-07-21 00:01:31.242650500,2024.0,7.0,2024-07-21,0.0,1.0,1.0,1.0,1.0,60.7,850,125,2244
5266,86,1727298759.256397,2024-09-25 17:12:39.256401,2024-09-25 21:12:39.256418+00:00,136,19.11274725,7.1156698836165475,85.38803860339857,1,0.0,0.0,DEU,12,25,"You shall not eat it, that it may go well with you and with your children after you, when you do that which is right in the LORD's eyes.",5266,1,100.0,0.0,v2,,,,,,,,86,98.40972871842844,63.35672354822359,68.77714626663195,66.17458664903029,3.7543536214466173,2.79799726162234,4.001716843322301,8.012944318558883,5.942217266586186,8.370718623340583,2024.0,9.0,2024-09-25,17.0,12.0,2.0,1.0,1.0,1,2024-09-25 17:12:58.369148250,2024.0,9.0,2024-09-25,17.0,12.0,1.0,2.0,1.0,63.815,1003,5,5266
2893,87,1721854763.986676,2024-07-24 16:59:23.986679,2024-07-24 20:59:23.986698+00:00,116,16.31233475,7.111183149303627,85.33419779164352,1,0.0,0.0,LEV,7,13,He shall offer his offering with the sacrifice of his peace offerings for thanksgiving with cakes of leavened bread.,2893,1,100.0,0.0,v2,,,,,,,,87,98.3910196445276,69.73587356009526,68.07879024652112,67.88825116763729,1.7325327153843708,5.946488320873005,3.6193655759479233,3.9209706599179577,12.37332259143175,7.575228934219119,2024.0,7.0,2024-07-24,16.0,59.0,6.0,4.0,2.0,1,2024-07-24 16:59:40.299013750,2024.0,7.0,2024-07-24,16.0,59.0,4.0,6.0,2.0,62.398,982,8,2893
4620,88,1724105085.748075,2024-08-19 18:04:45.748082,2024-08-19 22:04:45.748113+00:00,163,22.930538458,7.108424440121797,85.30109328146156,0,4.9079754601226995,4.9079754601226995,NUM,29,11,"one male goat for a sin offering, in addition to the sin offering of atonement, and the continual burnt offering, and its meal offering, and their drink offerings.",4620,1,89.28571428571429,9.8159509202454,v2,,,,,,,,88,98.37231057062675,73.21156246541636,68.92467591099972,64.59380238907542,3.545236901454898,4.000135114809314,4.111375359885387,7.7362602776436376,8.269751463461686,8.536960776288135,2024.0,8.0,2024-08-19,18.0,4.0,1.0,1.0,1.0,1,2024-08-19 18:05:08.678620458,2024.0,8.0,2024-08-19,18.0,5.0,1.0,1.0,1.0,63.461,995,66,4620
2154,89,1720550254.556465,,2024-07-09 18:37:34.556491+00:00,112,15.75774938,7.1076139957962745,85.29136795,1,0.0,0.0,EXO,23,9,"""You shall not oppress an alien, for you know the heart of an alien, since you were aliens in the land of Egypt.",2154,1,100.0,0.0,v2,,mac,qwerty,,,,,89,98.35360149672591,73.1265288300081,66.13234465514849,65.32449900064361,1.6734565469380605,1.5515465989976656,3.6091211818246043,3.346913093876123,3.159290855108255,7.560701527926494,,,,,,,,,1,,,,,,,,,,60.396,850,35,2154
2041,90,1720321289.0,2024-07-21 01:29:12.000000,2024-07-07 03:01:29.249677+00:00,106,14.91597438,7.106475067271628,85.27770080725954,0,1.8867924528301887,1.8867924528301887,EXO,19,14,"Moses went down from the mountain to the people, and sanctified the people; and they washed their clothes.",2041,1,94.44444444444444,3.7735849056603774,v2,,mac,qwerty,,,,,90,98.33489242282508,74.74973855737143,68.11998340401531,64.26590796747126,2.881730940192022,3.7195086596816322,3.911662345387286,5.977940634104477,7.7676865833613284,8.213317590916862,2024.0,7.0,2024-07-21,1.0,29.0,3.0,2.0,1.0,1,2024-07-21 01:29:26.915974380,2024.0,7.0,2024-07-21,1.0,29.0,2.0,3.0,1.0,60.063,802,1,2041
5343,91,1727300821.300888,2024-09-25 17:47:01.300891,2024-09-25 21:47:01.300903+00:00,81,11.412935875,7.097209770312496,85.16651724374995,1,0.0,0.0,DEU,15,23,Only you shall not eat its blood. You shall pour it out on the ground like water.,5343,1,100.0,0.0,v2,,,,,,,,91,98.31618334892423,68.12728609333382,66.41672434893276,65.92436639731763,3.5681817507983937,3.757996708919863,3.9900785890069,8.300171768568859,7.929756774414033,8.365424180973687,2024.0,9.0,2024-09-25,17.0,47.0,5.0,4.0,2.0,1,2024-09-25 17:47:12.713826875,2024.0,9.0,2024-09-25,17.0,47.0,4.0,5.0,2.0,63.846,1003,82,5343
3840,92,1723253727.00031,2024-08-09 21:35:27.000314,2024-08-10 01:35:27.000336+00:00,103,14.513468416,7.096856316333751,85.16227579600502,1,0.0,0.0,NUM,6,16,"The priest shall present them before the LORD, and shall offer his sin offering and his burnt offering.",3840,1,100.0,0.0,v2,,,,,,,,92,98.29747427502339,65.8646669700974,67.62967426668112,66.4870824673159,4.080291103719945,4.174745473901215,4.916394904883196,8.633816590502562,8.832970306337824,10.307669230889088,2024.0,8.0,2024-08-09,21.0,35.0,4.0,3.0,2.0,1,2024-08-09 21:35:41.513782416,2024.0,8.0,2024-08-09,21.0,35.0,3.0,4.0,2.0,63.42,990,40,3840
3659,93,1723158244.1712651,2024-08-08 19:04:04.171268,2024-08-08 23:04:04.171281+00:00,93,13.106518833,7.095705670207539,85.14846804249046,1,0.0,0.0,NUM,1,54,"Thus the children of Israel did. According to all that the LORD commanded Moses, so they did.",3659,1,100.0,0.0,v2,,,,,,,,93,98.27876520112254,71.69809882530053,63.98034502050189,66.8223246032287,2.44831582346677,4.808980264828104,4.88846746135584,5.072070243424764,10.177552194054838,10.263190961656635,2024.0,8.0,2024-08-08,19.0,4.0,1.0,1.0,1.0,1,2024-08-08 19:04:17.277786833,2024.0,8.0,2024-08-08,19.0,4.0,1.0,1.0,1.0,63.218,989,21,3659
4649,94,1724105688.3564858,2024-08-19 18:14:48.356491,2024-08-19 22:14:48.356517+00:00,81,11.41547525,7.095630994425747,85.14757193310896,1,0.0,0.0,NUM,29,40,Moses told the children of Israel according to all that the LORD commanded Moses.,4649,1,100.0,0.0,v2,,,,,,,,94,98.2600561272217,75.11873618547884,72.34927418679416,64.77642668488217,5.009640231661873,3.5859510291869485,4.149748175610779,10.289550733594012,7.5106555893557,8.618953978668769,2024.0,8.0,2024-08-19,18.0,14.0,2.0,1.0,1.0,1,2024-08-19 18:14:59.771966250,2024.0,8.0,2024-08-19,18.0,14.0,1.0,2.0,1.0,63.535,995,95,4649
3141,95,1722045490.785921,2024-07-26 21:58:10.785923,2024-07-27 01:58:10.785937+00:00,146,20.577791458,7.0950276805939625,85.14033216712755,0,1.36986301369863,1.36986301369863,LEV,14,29,"The rest of the oil that is in the priest's hand he shall put on the head of him who is to be cleansed, to make atonement for him before the LORD.",3141,1,96.875,2.73972602739726,v2,,,,,,,,95,98.24134705332087,74.23453904270778,69.06243871734742,68.7789498457986,3.4353827457706343,4.5741538235225745,4.088115697031218,7.252024785753117,9.705172796516573,8.566694842814066,2024.0,7.0,2024-07-26,21.0,58.0,6.0,4.0,2.0,1,2024-07-26 21:58:31.363714458,2024.0,7.0,2024-07-26,21.0,58.0,4.0,6.0,2.0,63.013,984,18,3141
4246,96,1724013948.351755,2024-08-18 16:45:48.351757,2024-08-18 20:45:48.351771+00:00,32,4.518373291,7.082194838514064,84.98633806216877,1,0.0,0.0,NUM,17,1,"The LORD spoke to Moses, saying,",4246,1,100.0,0.0,v2,,,,,,,,96,98.22263797942001,75.19389721686568,66.55562834970586,63.10873892273917,1.6813858612917194,3.0056648717379786,4.3748820022657195,3.3627717225834366,6.074767784678603,9.146121186548111,2024.0,8.0,2024-08-18,16.0,45.0,5.0,4.0,2.0,1,2024-08-18 16:45:52.870130290,2024.0,8.0,2024-08-18,16.0,45.0,4.0,5.0,2.0,63.24,992,68,4246
4615,97,1724104977.0695732,2024-08-19 18:02:57.069575,2024-08-19 22:02:57.069587+00:00,247,34.883272708,7.0807576475860285,84.96909177103234,0,2.42914979757085,2.0242914979757085,NUM,29,6,"in addition to the burnt offering of the new moon with its meal offering, and the continual burnt offering with its meal offering, and their drink offerings, according to their ordinance, for a pleasant aroma, an offering made by fire to the LORD.",4615,1,95.34883720930232,4.8582995951417,v2,,,,,,,,97,98.20392890551918,76.08607074901705,68.1993067883793,64.45375977343285,2.5732265820615376,4.004277460254419,4.12554068297692,5.9156964289803735,8.292022168337912,8.570419627599406,2024.0,8.0,2024-08-19,18.0,2.0,1.0,1.0,1.0,1,2024-08-19 18:03:31.952847708,2024.0,8.0,2024-08-19,18.0,3.0,1.0,1.0,1.0,63.452,995,61,4615
1718,98,1720216725.385633,,2024-07-05 21:58:45.385656+00:00,100,14.12449442,7.079899431985453,84.95879318382543,0,1.0,1.0,EXO,8,7,"The magicians did the same thing with their enchantments, and brought up frogs on the land of Egypt.",1718,1,94.44444444444444,2.0,v2,home,mac,qwerty,yes,,,,98,98.18521983161833,67.98897885811525,65.67354709391648,61.224087793994265,4.942541485626978,3.426531576528953,3.9026519208547517,11.29446150890135,7.190431739744891,8.183027948916022,,,,,,,,,1,,,,,,,,,,58.643,702,24,1718
3023,99,1721965436.249289,2024-07-25 23:43:56.249295,2024-07-26 03:43:56.249320+00:00,99,13.994038708,7.074440914859302,84.89329097831163,1,0.0,0.0,LEV,11,25,"Whoever carries any part of their carcass shall wash his clothes, and be unclean until the evening.",3023,1,100.0,0.0,v2,,,,,,,,99,98.16651075771749,67.4417342210894,71.37458927209852,68.37666363271957,4.011073634836012,5.79988565924309,3.799818516207402,9.011158258683011,12.031477197267481,7.9402697067385395,2024.0,7.0,2024-07-25,23.0,43.0,5.0,3.0,2.0,1,2024-07-25 23:44:10.243333708,2024.0,7.0,2024-07-25,23.0,44.0,3.0,5.0,2.0,62.763,983,23,3023
4729,100,1724107422.137214,2024-08-19 18:43:42.137223,2024-08-19 22:43:42.137262+00:00,58,8.201380417,7.0719802095481805,84.86376251457817,1,0.0,0.0,NUM,32,10,"The LORD's anger burned in that day, and he swore, saying,",4729,1,100.0,0.0,v2,,,,,,,,100,98.14780168381665,70.21430418608102,70.94126551548233,64.91146233531595,3.0943156964333256,4.259249197310349,4.176460444067774,6.188631392866647,8.82609464734004,8.672817384455033,2024.0,8.0,2024-08-19,18.0,43.0,5.0,3.0,2.0,1,2024-08-19 18:43:50.338603417,2024.0,8.0,2024-08-19,18.0,43.0,3.0,5.0,2.0,63.636,995,175,4729
